aqi_key,lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
190,"41.4014,-73.4447",41.4014,-73.4447,"Danbury,CT",11/7/2022 21:00,14,na,33,na,na,10,14
191,"33.21701,-117.39616",33.21701,-117.39616,"Oceanside,CA",11/7/2022 18:00,21,na,90,500,20.8,6,9
192,"26.053888888889,-80.256944444444",26.05388889,-80.25694444,"Pembroke Pines,FL",11/7/2022 21:00,35,1.9,88,8.3,11,19,35
193,"38.10251,-122.238",38.10251,-122.238,"Vallejo,CA",11/3/2022 20:00,38,5.6,72,23.6,3.2,na,38
194,"42.33155,-122.880266",42.33155,-122.880266,"Medford,OR",11/7/2022 0:00,-,na,87,na,na,na,9
195,"35.8652,-78.8197",35.8652,-78.8197,"Cary,NC",11/7/2022 21:00,25,3.4,82,6.9,na,na,25
196,"48.054315,-122.171529",48.054315,-122.171529,"Marysville,WA",11/7/2022 20:00,50,na,97,na,na,na,50
197,"40.72698,-73.89312",40.72698,-73.89312,"Corona,CA",11/7/2022 21:00,13,na,17.3,na,na,na,13
198,"29.171388888889,-82.094722222222",29.17138889,-82.09472222,"Ocala,FL",11/7/2022 20:00,20,na,74,na,12.6,na,20
199,"53.48152,-2.237881",53.48152,-2.237881,"Manchester,NH",11/8/2022 2:00,27,na,85,3.1,26.7,11,25
200,"39.7143,-105.1239",39.7143,-105.1239,"Lakewood,CO",11/4/2022 14:00,13,na,30,na,na,na,13
201,"30.262347,-93.284906",30.262347,-93.284906,"Lake Charles,LA",11/7/2022 20:00,36,na,94,4.8,15,16,36
202,"46.4846547,30.6964293",46.4846547,30.6964293,"Odessa,TX",3/6/2020 21:00,90,na,99.9,na,na,54,90
203,"32.6056,-83.597907",32.6056,-83.597907,"Warner Robins,GA",11/7/2022 20:00,39,na,82,na,na,16,39
204,"34.18198,-118.36304",34.18198,-118.36304,"Hollywood,FL",11/7/2022 18:00,21,na,93,2,20.8,na,4
205,"29.9229186,-93.9090282",29.9229186,-93.9090282,"Port Arthur,TX",11/7/2022 17:00,30,na,83,na,na,na,30
206,"32.805408,-83.543521",32.805408,-83.543521,"Macon,GA",3/10/2022 13:00,43,na,59,na,27.2,na,43
207,"29.7679707,-95.2205867",29.7679707,-95.2205867,"Pasadena,TX",11/7/2022 21:00,8,na,1,14.2,8,na,23
208,"41.7714,-88.1522",41.7714,-88.1522,"Naperville,IL",11/7/2022 20:00,56,na,69,na,na,na,56
209,"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,WA",11/7/2022 20:00,6,na,89,na,na,na,6
210,"41.656944,-85.96833",41.656944,-85.96833,"Elkhart,IN",11/7/2022 21:00,25,na,79,na,na,na,25
211,"39.0242,-95.7114",39.0242,-95.7114,"Topeka,KS",11/7/2022 20:00,23,na,41,na,16.8,18,23
212,"41.526885,-88.116474",41.526885,-88.116474,"Joliet,IL",11/7/2022 20:00,52,na,59.3,na,na,na,52
213,"30.06717,-94.09093",30.06717,-94.09093,"Beaumont,TX",na,-,na,92.1,na,na,na,na
214,"37.28177,-120.43368",37.28177,-120.43368,"Merced,CA",11/7/2022 18:00,30,na,76,4.9,21.6,na,30
215,"32.690277,-114.614441",32.690277,-114.614441,"Yuma,AZ",11/7/2022 18:00,17,na,21,na,10.6,22,17
216,"37.988028,23.727628",37.988028,23.727628,"Athens,GA",11/8/2022 3:00,76,na,93,18.8,na,34,76
217,"38.74643,-121.26498",38.74643,-121.26498,"Roseville,CA",11/7/2022 18:00,24,na,85.5,5.8,24.1,8,21
218,"39.838199,-104.94984",39.838199,-104.94984,"Thornton,CO",11/7/2022 19:00,54,5.1,51,15.6,0.5,54,68
219,"38.8386,-94.7464",38.8386,-94.7464,"Olathe,KS",11/7/2022 20:00,22,na,32,na,21.6,15,17
220,"34.94287,-120.43561",34.94287,-120.43561,"Santa Maria,CA",2/22/2021 9:00,-,na,48,na,16.8,20,9
221,"39.063798,-108.561173",39.063798,-108.561173,"Grand Junction,CO",11/7/2022 20:00,9,1,29,na,na,4,9
222,"40.414877,-104.70693",40.414877,-104.70693,"Greeley,CO",11/7/2022 20:00,38,na,60,na,9,18,38
223,"32.310332,-106.751211",32.310332,-106.751211,"Las Cruces,NM",11/7/2022 18:00,30,na,29.5,26.9,6,29,30
224,"30.130555555556,-85.731388888889",30.13055556,-85.73138889,"Panama City,FL",11/7/2022 19:00,39,na,83,na,10.6,na,39
225,"41.23172,-80.80116",41.23172,-80.80116,"Warren,MI",11/7/2022 12:00,9,na,46.6,na,na,na,9
226,"39.159372,-86.504747",39.159372,-86.504747,"Bloomington,IL",11/7/2022 20:00,25,na,28,na,na,na,25
227,"46.59495,-120.51228",46.59495,-120.51228,"Yakima,WA",11/7/2022 20:00,34,na,74,na,na,23,34
228,"47.38614,-122.23195",47.38614,-122.23195,"Kent,WA",11/7/2022 20:00,42,na,89.5,na,na,na,42
229,"43.315111,-79.802639",43.315111,-79.802639,"Burlington,NC",11/7/2022 21:00,17,na,62,13,8,na,17
230,"48.760036,-122.456463",48.760036,-122.456463,"Bellingham,WA",11/7/2022 20:00,25,na,57,na,na,na,25
231,"40.64144,-74.20836",40.64144,-74.20836,"Elizabeth,NJ",11/7/2022 21:00,45,2.3,21.3,11.2,1,na,45
232,"42.50472,-87.8093",42.50472,-87.8093,"Kenosha,WI",11/7/2022 21:00,25,2.3,75,6.3,na,12,25
233,"40.012969,-105.267212",40.012969,-105.267212,"Boulder,CO",11/7/2022 18:00,31,1.9,58,9.2,14,31,30
234,"37.8148,-122.28236",37.8148,-122.28236,"Berkeley,CA",11/7/2022 18:00,27,2.3,69.5,3.8,27.2,na,9
235,"40.55013,-122.38092",40.55013,-122.38092,"Redding,CA",11/7/2022 18:00,27,na,80.2,na,27.2,na,5
236,"45.806357,-108.426551",45.806357,-108.426551,"Billings,MT",11/7/2022 19:00,33,na,68,na,na,na,33
237,"39.13876,-121.61872",39.13876,-121.61872,"Yuba City,CA",11/7/2022 18:00,17,na,90,4.7,16.8,3,15
238,"36.5408,-82.5217",36.5408,-82.5217,"Kingsport,TN",11/7/2022 21:00,38,na,60.6,na,na,na,38
239,"46.8183,-92.0892",46.8183,-92.0892,"Duluth,MN",11/7/2022 20:00,18,na,69.6,na,17.6,na,12
240,"36.99958,-121.57466",36.99958,-121.57466,"Gilroy,CA",11/7/2022 18:00,28,na,85,na,28.1,na,21
241,"52.199575,0.12774",52.199575,0.12774,"Cambridge,MA",5/13/2022 9:00,30,na,61.7,5.1,25,11,30
242,"41.658195,-91.503471",41.658195,-91.503471,"Iowa City,IA",11/7/2022 19:00,31,na,59,na,na,na,31
243,"39.76168,-121.84047",39.76168,-121.84047,"Chico,CA",11/7/2022 18:00,26,2.3,92,2.9,26.4,3,21
244,"44.76249,-91.41445",44.76249,-91.41445,"Clearwater,FL",11/7/2022 21:00,19,na,68.5,na,na,10,19
245,"39.047911,-94.450513",39.047911,-94.450513,"Independence,MO",11/7/2022 20:00,10,2.3,36.7,10,na,na,10
246,"40.662774119801,-111.90180620685",40.66277412,-111.9018062,"West Jordan,UT",11/7/2022 18:00,41,0.7,74.6,19.5,16.8,na,41
247,"27.965555555556,-82.230277777778",27.96555556,-82.23027778,"Brandon,FL",11/7/2022 20:00,31,2.5,83.8,1,12.2,31,18
248,"-33.673752071375,-70.953064737434",-33.67375207,-70.95306474,"El Monte,CA",8/20/2021 17:00,67,na,68,na,na,33,67
249,"45.55,-94.1333",45.55,-94.1333,"St. Cloud,MN",11/7/2022 20:00,17,na,69,na,24.1,na,17
250,"36.81931,-119.71639",36.81931,-119.71639,"Clovis,CA",11/7/2022 18:00,21,2.3,87,5.1,20.8,3,1
251,"43.600699,-116.347853",43.600699,-116.347853,"Meridian,ID",11/7/2022 19:00,19,3.4,61,21,11.2,53,19
252,"18.0110768,-66.6140616",18.0110768,-66.6140616,"Ponce,PR",na,-,na,91,na,na,na,na
253,"39.77946,-105.005124",39.77946,-105.005124,"Westminster,CO",11/7/2022 20:00,53,5.4,56,15.1,0.9,40,53
254,"32.509789,-92.04605",32.509789,-92.04605,"Monroe,LA",11/4/2022 8:00,20,na,93,na,20,na,na
255,"43.098908,-75.22507",43.098908,-75.22507,"Utica,NY",11/7/2022 21:00,33,na,64.5,na,na,na,33
256,"43.443833,-80.503806",43.443833,-80.503806,"Waterloo,IA",11/7/2022 21:00,14,na,65,3.8,13.6,na,9
257,"33.859444,-118.200278",33.859444,-118.200278,"Downey,CA",11/7/2022 18:00,26,na,89.6,25.2,na,na,26
258,"42.626748,-71.3617",42.626748,-71.3617,"Lowell,MA",1/3/2019 4:00,2,2,86.2,1.9,26.4,na,13
259,"44.063916,-121.312554",44.063916,-121.312554,"Bend,OR",11/7/2022 18:00,23,na,88,na,na,na,23
260,"45.528501,-122.972398",45.528501,-122.972398,"Hillsboro,OR",11/7/2022 18:00,20,na,99,na,na,na,20
261,"29.5830473,-95.0155437",29.5830473,-95.0155437,"League City,TX",11/7/2022 19:00,23,na,92.7,2,na,na,23
262,"37.48822,-120.83592",37.48822,-120.83592,"Turlock,CA",11/7/2022 18:00,25,na,54,4.7,24.8,9,9
263,"48.847911110984,10.096291667091",48.84791111,10.09629167,"Allen,TX",11/8/2022 3:00,29,na,93,6.9,11.4,13,29
264,"37.79338,-121.24779",37.79338,-121.24779,"Manteca,CA",11/7/2022 18:00,10,na,86,na,na,10,9
265,"38.61374,-121.36801",38.61374,-121.36801,"Arden-Arcade,CA",11/7/2022 18:00,25,na,73.5,3.8,0.1,na,25
266,"32.789561,-116.944222",32.789561,-116.944222,"El Cajon,CA",11/7/2022 18:00,18,2,87.6,na,18.4,4,8
267,"40.164576,-105.100856",40.164576,-105.100856,"Longmont,CO",11/7/2022 20:00,42,5.1,73,15.6,14,29,42
268,"47.498535,-122.278385",47.498535,-122.278385,"Renton,WA",11/7/2022 18:00,30,na,82,na,na,na,30
269,"41.731201,-111.837502",41.731201,-111.837502,"Logan,UT",11/7/2022 19:00,19,1.6,32,13,19.2,na,15
270,"38.35655,-121.94986",38.35655,-121.94986,"Vacaville,CA",11/7/2022 18:00,26,na,85.8,na,26.4,na,25
271,"55.945589,-3.182186",55.945589,-3.182186,"Edinburg,TX",11/8/2022 0:00,26,6,81.5,1.2,25.7,8,21
272,"47.663962,-117.25765",47.663962,-117.25765,"Spokane Valley,WA",11/7/2022 20:00,59,na,88,na,na,34,59
273,"43.7775,-91.2269",43.7775,-91.2269,"La Crosse,WI",11/7/2022 21:00,23,na,64,na,na,na,23
274,"43.464717,-112.046535",43.464717,-112.046535,"Idaho Falls,ID",11/7/2022 19:00,5,na,88,na,na,na,5
275,"42.7875235,-86.1089301",42.7875235,-86.1089301,"Holland,MI",11/7/2022 21:00,30,na,74,na,8.8,na,30
276,"38.07657,-78.50397",38.07657,-78.50397,"Charlottesville,VA",11/7/2022 21:00,30,na,45,na,17.9,na,30
277,"46.139443,-122.961944",46.139443,-122.961944,"Longview,TX",11/7/2022 20:00,10,na,90,na,na,na,10
278,"37.68268,-121.44238",37.68268,-121.44238,"Tracy,CA",11/7/2022 18:00,26,na,57,1.9,26.4,6,9
279,"45.470191,-122.816411",45.470191,-122.816411,"Beaverton,OR",11/7/2022 18:00,10,na,95,na,na,na,10
280,"42.77077,-71.102259",42.77077,-71.102259,"Lawrence,KS",11/7/2022 21:00,34,2.3,38,1.1,28.9,na,34
281,"46.8253,-100.7681",46.8253,-100.7681,"Bismarck,ND",11/7/2022 19:00,49,1.2,67,2,16.8,22,49
282,"40.33950492678,-111.71347993778",40.33950493,-111.7134799,"Orem,UT",11/7/2022 19:00,34,4,48,14.9,11.2,34,31
283,"39.472436,-84.394952",39.472436,-84.394952,"Middletown,OH",11/6/2022 13:00,-,na,33,na,na,na,na
284,"13.70630556,-89.20011667",13.70630556,-89.20011667,"San Marcos,CA",11/7/2022 20:00,46,na,96.2,na,na,na,46
285,"40.597988305117,-111.89417474947",40.59798831,-111.8941747,"Sandy,UT",11/7/2022 18:00,27,0.7,42.5,4.7,25.6,na,27
286,"47.2656,-122.385",47.2656,-122.385,"Federal Way,WA",11/7/2022 20:00,9,na,94.3,na,na,na,9
287,"42.065119,-71.012686",42.065119,-71.012686,"Brockton,MA",11/7/2022 21:00,32,2.3,29.2,1,32,na,25
288,"27.864166666667,-82.384166666667",27.86416667,-82.38416667,"Riverview,FL",11/7/2022 20:00,46,2.5,79,1,13,19,46
289,"39.960884,-85.939546",39.960884,-85.939546,"Fishers,IN",11/7/2022 21:00,34,na,49,na,na,na,34
290,"42.325184,-71.05608",42.325184,-71.05608,"Quincy,MA",11/7/2022 21:00,30,3.4,33,6.5,30.4,na,17
291,"50.82881,-1.068583",50.82881,-1.068583,"Portsmouth,VA",11/8/2022 2:00,42,na,83,1,28.7,na,42
292,"34.030833,-117.61722",34.030833,-117.61722,"Chino,CA",11/7/2022 18:00,17,na,93,20.4,na,na,17
293,"42.474671,-70.971358",42.474671,-70.971358,"Lynn,MA",11/7/2022 21:00,32,2.3,35.5,1.1,32,na,13
294,"35.612801,-97.472198",35.612801,-97.472198,"Edmond,OK",11/7/2022 20:00,50,4.5,82.5,5.6,16,22,50
295,"36.31572,-119.64323",36.31572,-119.64323,"Hanford,CA",11/7/2022 18:00,21,na,87,6.5,20.8,8,13
296,"42.3222599,-83.1763145",42.3222599,-83.1763145,"Dearborn,MI",11/7/2022 21:00,39,na,48.6,na,na,na,39
297,"39.42227,-75.0252",39.42227,-75.0252,"Vineland,NJ",11/7/2022 21:00,15,na,76,26,9.6,na,15
298,"43.770585907976,11.271415330415",43.77058591,11.27141533,"Florence,SC",11/6/2022 23:00,42,0.1,98,34.8,na,20,42
299,"34.632999,-98.428802",34.632999,-98.428802,"Lawton,OK",11/7/2022 20:00,49,na,100,na,12.1,21,49
300,"46.842297,-114.020549",46.842297,-114.020549,"Missoula,MT",11/7/2022 19:00,18,na,76.2,na,17.6,10,4
301,"44.087397,-103.273777",44.087397,-103.273777,"Rapid City,SD",11/7/2022 14:00,108,na,26,na,na,108,38
302,"39.4861,-87.4014",39.4861,-87.4014,"Terre Haute,IN",11/7/2022 20:00,21,na,44,na,19.2,na,21
303,"39.0217,-84.4744",39.0217,-84.4744,"Mount Pleasant,SC",11/7/2022 21:00,24,na,33,na,1.6,na,24
304,"30.3503017,-95.4251278",30.3503017,-95.4251278,"Conroe,TX",11/7/2022 21:00,18,na,88,0.8,18.4,na,50
305,"37.6875,-121.7842",37.6875,-121.7842,"Livermore,CA",11/7/2022 18:00,26,na,62,2.3,25.6,na,9
306,"35.151588,-89.85022",35.151588,-89.85022,"Germantown,MD",11/7/2022 20:00,53,na,93,na,12.8,na,53
307,"41.683279,-71.169171",41.683279,-71.169171,"Fall River,MA",11/7/2022 21:00,31,0.1,37,3.8,31.2,na,13
308,"37.74306,-122.16994",37.74306,-122.16994,"San Leandro,CA",11/7/2022 18:00,27,2.5,77.4,3.8,27.2,na,17
309,"40.8114,-77.8769",40.8114,-77.8769,"State College,PA",11/7/2022 20:00,32,na,32,1,32,na,12
310,"39.8669,-88.9256",39.8669,-88.9256,"Decatur,IL",11/7/2022 20:00,32,na,65,na,14.5,na,32
311,"41.578603,-87.557392",41.578603,-87.557392,"Dalton,GA",11/7/2022 20:00,30,na,70,na,na,na,30
312,"41.864329,-87.748826",41.864329,-87.748826,"Hawthorne,CA",11/7/2022 20:00,26,na,69,na,na,na,26
313,"40.125557,-85.652222",40.125557,-85.652222,"Anderson,IN",11/7/2022 21:00,36,na,36,na,20,na,36
314,"37.48293,-122.20348",37.48293,-122.20348,"Redwood City,CA",11/7/2022 18:00,28,1.7,76,1.9,28.1,na,5
315,"36.95326,-120.03419",36.95326,-120.03419,"Madera,CA",11/7/2022 18:00,20,na,87,na,20,5,9
316,"33.483611111111,-112.1425",33.48361111,-112.1425,"Alhambra,CA",11/7/2022 19:00,39,12.3,51.5,36.2,17.6,39,28
317,"-37.8073959,144.97",-37.8073959,144.97,"Melbourne,FL",11/8/2022 13:00,49,0.7,41.9,3.8,14.5,11,49
318,"42.9708634,-82.4249142",42.9708634,-82.4249142,"Port Huron,MI",11/7/2022 21:00,27,na,64,na,na,na,27
319,"37.70122,-121.90302",37.70122,-121.90302,"Pleasanton,CA",11/7/2022 18:00,9,2.9,73,2.8,na,na,9
320,"30.0584604,-95.1897514",30.0584604,-95.1897514,"Atascocita,TX",10/30/2016 0:00,-,na,92.3,na,11.2,na,na
321,"41.807523,-71.41392",41.807523,-71.41392,"Cranston,RI",11/7/2022 21:00,5,na,28.5,na,na,na,5
322,"38.68329,-121.16444",38.68329,-121.16444,"Folsom,CA",11/7/2022 18:00,26,na,71,3.8,25.6,na,na
323,"36.1797,-94.1167",36.1797,-94.1167,"Springdale,AR",11/7/2022 20:00,36,na,69.5,na,22.4,na,36
324,"52.294884,-1.542911",52.294884,-1.542911,"Warwick,RI",11/8/2022 2:00,35,na,89,0.5,35,10,25
325,"45.013611,-93.272049",45.013611,-93.272049,"Brooklyn Park,MN",11/7/2022 20:00,8,na,64,na,na,8,na
326,"31.322779,-89.287498",31.322779,-89.287498,"Hattiesburg,MS",11/7/2022 20:00,47,na,81,na,na,na,47
327,"50.37167,-4.142361",50.37167,-4.142361,"Plymouth,MN",11/8/2022 2:00,57,na,97.2,1.4,34.3,31,57
328,"5.384388,100.3896169",5.384388,100.3896169,"Georgetown,TX",11/8/2022 10:00,41,na,78,na,na,na,na
329,"41.18222,-104.778336",41.18222,-104.778336,"Cheyenne,WY",11/7/2022 19:00,110,1.2,75,5.6,20.8,110,50
330,"30.4831681,-97.8723005",30.4831681,-97.8723005,"Cedar Park,TX",11/7/2022 20:00,9,na,89.3,na,8.8,na,na
331,"40.481349,-86.109718",40.481349,-86.109718,"Kokomo,IN",11/7/2022 20:00,27,na,59.5,na,21.6,na,27
332,"39.741667,-94.858333",39.741667,-94.858333,"St. Joseph,MO",11/7/2022 20:00,26,na,36,na,na,26,5
333,"26.593888888889,-80.058611111111",26.59388889,-80.05861111,"Boynton Beach,FL",11/7/2022 20:00,40,na,73,na,15.1,23,40
334,"28.090277777778,-82.700833333333",28.09027778,-82.70083333,"Jonesboro,AR",11/7/2022 20:00,30,2.5,83,1,13.9,na,30
335,"40.33733,-76.383446",40.33733,-76.383446,"Lebanon,PA",11/7/2022 21:00,30,na,33,8.4,29.6,7,12
336,"44.792419,10.330985",44.792419,10.330985,"Parma,OH",11/6/2022 23:00,50,na,55.6,19.2,11.8,18,50
337,"37.7064,-85.8517",37.7064,-85.8517,"Elizabethtown,KY",11/7/2022 21:00,21,na,33,na,21.6,na,21
338,"33.436111,-94.07778",33.436111,-94.07778,"Texarkana,TX",11/7/2022 19:00,30,na,90,na,na,na,30
339,"36.03179,-119.05505",36.03179,-119.05505,"Porterville,CA",11/7/2022 18:00,24,na,87,na,24.1,na,9
340,"29.7706975,-95.0312316",29.7706975,-95.0312316,"Baytown,TX",11/7/2022 19:00,33,na,91.8,na,na,na,33
341,"38.53455,-121.7734",38.53455,-121.7734,"Davis,CA",11/7/2022 18:00,23,na,71,3,23.3,na,5
342,"40.6281,-75.3411",40.6281,-75.3411,"Bethlehem,PA",11/7/2022 21:00,14,na,34,2.8,25.6,8,14
343,"41.594427,-87.495044",41.594427,-87.495044,"Hammond,IN",11/7/2022 20:00,28,na,70,na,na,na,28
344,"42.0603,-87.8631",42.0603,-87.8631,"Wheeling,WV",11/7/2022 20:00,23,na,68,na,17.6,na,23
345,"41.6067,-87.3047",41.6067,-87.3047,"Gary,IN",11/7/2022 19:00,15,na,75,6.2,35.2,5,15
346,"40.515,-78.3889",40.515,-78.3889,"Altoona,PA",11/7/2022 21:00,13,na,42,na,32,na,13
347,"45.30278678,9.49528589",45.30278678,9.49528589,"Lodi,CA",11/5/2022 23:00,61,na,88,22.4,19.1,16,61
348,"36.16396,-115.11393",36.16396,-115.11393,"Winchester,VA",5/18/2021 5:00,33,0.1,30,7.7,7.4,33,26
349,"37.7808,-87.0756",37.7808,-87.0756,"Owensboro,KY",11/7/2022 20:00,21,na,29,na,11.2,na,21
350,"39.1175,-94.6356",39.1175,-94.6356,"Evanston,IL",11/7/2022 20:00,19,na,32,na,19.2,18,18
351,"44.7383,-93.2372",44.7383,-93.2372,"Apple Valley,CA",11/7/2022 20:00,22,na,70.5,na,na,na,22
352,"42.87667,-112.45972",42.87667,-112.45972,"Pocatello,ID",11/7/2022 19:00,21,na,92.5,na,na,3,21
353,"38.011,-121.8187",38.011,-121.8187,"Pittsburg,CA",8/27/2020 15:00,-,na,-,na,na,na,-
354,"29.206666666667,-81.0525",29.20666667,-81.0525,"New Britain,CT",11/7/2022 20:00,35,na,49.5,na,15.5,23,35
355,"38.47753,-78.81952",38.47753,-78.81952,"Harrisonburg,VA",11/7/2022 21:00,11,na,72,15.2,2.1,na,11
356,"47.43061,-120.34195",47.43061,-120.34195,"Wenatchee,WA",11/7/2022 20:00,18,na,83.6,na,na,na,18
357,"43.02012,-88.21505",43.02012,-88.21505,"Waukesha,WI",11/7/2022 21:00,42,2.3,74,6.3,21.3,17,42
358,"41.840302,-71.361702",41.840302,-71.361702,"Pawtucket,RI",11/7/2022 21:00,33,1.2,28.5,1.8,32.8,na,9
359,"39.114399,-77.106903",39.114399,-77.106903,"Redlands,CA",11/7/2022 21:00,25,na,29.2,na,5.6,na,25
360,"26.073055555556,-80.338888888889",26.07305556,-80.33888889,"Weston,FL",11/7/2022 21:00,39,1.4,88,8.3,11,18,39
361,"34.17599,-118.31701",34.17599,-118.31701,"Sherman,TX",8/24/2020 20:00,53,3.3,70,8.4,19.2,15,53
362,"51.462839,-2.584482",51.462839,-2.584482,"Bristol,TN",11/8/2022 2:00,29,0.3,90.5,21.1,28.7,14,21
363,"32.2953,-110.9822",32.2953,-110.9822,"Casas Adobes,AZ",11/7/2022 19:00,21,na,24.5,na,13.5,na,21
364,"25.471944444444,-80.482777777778",25.47194444,-80.48277778,"Homestead,FL",11/7/2022 20:00,38,na,91,na,10,18,38
365,"33.67653,-117.33104",33.67653,-117.33104,"Lake Elsinore,CA",11/7/2022 18:00,19,1.2,92,1.3,19.2,3,1
366,"-12.07053,-77.04317",-12.07053,-77.04317,"Lima,OH",11/7/2022 22:00,68,na,79,6.1,na,26,68
367,"52.3758916,9.7320104",52.3758916,9.7320104,"Hanover,PA",11/8/2022 4:00,18,na,86,2.3,17.9,9,na
368,"48.441942,-123.363165",48.441942,-123.363165,"Victoria,TX",11/7/2022 19:00,30,0.1,89,0.4,11.4,na,30
369,"42.82231,-106.36501",42.82231,-106.36501,"Casper,WY",11/7/2022 19:00,27,na,53.8,1.9,27.2,na,5
370,"44.5884,-123.2673",44.5884,-123.2673,"Corvallis,OR",7/26/2022 13:00,-,na,75,na,na,na,52
371,"30.040998,-90.272735",30.040998,-90.272735,"Kenner,LA",11/7/2022 21:00,37,1.2,95,2.8,18.4,13,37
372,"43.5944677,-83.8888647",43.5944677,-83.8888647,"Bay City,MI",11/7/2022 21:00,25,na,64,na,na,na,25
373,"45.1425,-93.2139",45.1425,-93.2139,"Blaine,MN",11/7/2022 21:00,21,2.3,64,2.8,15.2,4,21
374,"40.366452,-80.615691",40.366452,-80.615691,"Weirton,WV",11/7/2022 22:00,25,na,42,na,na,na,25
375,"-41.29361375,174.77193174",-41.29361375,174.7719317,"Wellington,FL",11/8/2022 15:00,12,na,67.6115,na,na,12,8
376,"47.494318,-111.303317",47.494318,-111.303317,"Great Falls,MT",11/7/2022 20:00,19,na,80.5,na,na,na,19
377,"44.789398,-93.512497",44.789398,-93.512497,"Eden Prairie,MN",11/7/2022 21:00,25,na,64,na,11.2,na,25
378,"53.352988,-6.248738",53.352988,-6.248738,"Dublin,CA",11/8/2022 1:00,21,na,72,na,na,5,21
379,"64.8458,-147.72727",64.8458,-147.72727,"Fairbanks,AK",11/7/2022 18:00,34,4.5,92,na,1.6,10,34
